id,total_demand,demand_percentage,cumulative_demand_percentage,abc_class
HOBBIES_1_041_CA_2_validation,360.0,0.0007924279110719789,0.9660202509355049,C
HOBBIES_1_041_CA_3_validation,769.0,0.0016927140655954216,0.8859982390490864,B
HOBBIES_1_042_CA_1_validation,834.0,0.001835791327316751,0.8719084305524982,B
HOBBIES_1_042_CA_2_validation,421.0,0.000926700418225842,0.9542086726832486,C
HOBBIES_1_042_CA_3_validation,889.0,0.0019568567026194143,0.849170151882016,B
HOBBIES_1_043_CA_1_validation,5288.0,0.011639885538190623,0.47766013647369576,A
HOBBIES_1_043_CA_2_validation,4786.0,0.010534888839973586,0.4996676205150781,A
HOBBIES_1_043_CA_3_validation,9175.0,0.02019590578912613,0.22050407219898746,A
HOBBIES_1_044_CA_1_validation,1533.0,0.00337442218798151,0.7166718027734977,A
HOBBIES_1_044_CA_2_validation,927.0,0.0020405018710103456,0.8392251815980626,B
HOBBIES_1_044_CA_3_validation,1584.0,0.003486682808716707,0.7063966541932644,A
HOBBIES_1_045_CA_1_validation,102.0,0.00022452124147039401,0.9960532687651329,C
HOBBIES_1_045_CA_2_validation,29.0,6.383447061413163e-05,0.9998459167950688,C
HOBBIES_1_045_CA_3_validation,43.0,9.465111160026414e-05,0.9996984371560639,C
HOBBIES_1_046_CA_1_validation,65.0,0.00014307726172132953,0.9989786484701736,C
HOBBIES_1_046_CA_2_validation,78.0,0.00017169271406559543,0.9980541492405897,C
HOBBIES_1_046_CA_3_validation,107.0,0.00023552718467972705,0.9956020250935502,C
HOBBIES_1_047_CA_1_validation,1765.0,0.003885097952894563,0.6694805194805195,A
HOBBIES_1_047_CA_2_validation,1377.0,0.0030310367598503194,0.7516420867268325,A
HOBBIES_1_047_CA_3_validation,1573.0,0.003462469733656174,0.7098591239269205,A
HOBBIES_1_048_CA_1_validation,8926.0,0.019647809817301343,0.24015188201628881,A
HOBBIES_1_048_CA_2_validation,5854.0,0.012885758309487122,0.44197446621175435,A
HOBBIES_1_048_CA_3_validation,7125.0,0.01568346907329958,0.3448976447281532,A
HOBBIES_1_049_CA_1_validation,415.0,0.0009134932863746423,0.9551221659696233,C
HOBBIES_1_049_CA_2_validation,549.0,0.0012084525643847677,0.9349394673123486,B
HOBBIES_1_049_CA_3_validation,666.0,0.001465991635483161,0.9109729253797049,B
HOBBIES_1_050_CA_1_validation,1294.0,0.0028483381025753906,0.7754347347567687,A
HOBBIES_1_050_CA_2_validation,652.0,0.0014351749944970283,0.9167752586396652,B
HOBBIES_1_050_CA_3_validation,851.0,0.0018732115342284833,0.8663394232885757,B
HOBBIES_1_051_CA_1_validation,184.0,0.00040501871010345584,0.9865067136253575,C
HOBBIES_1_051_CA_2_validation,191.0,0.00042042703059652213,0.9856922738278668,C
HOBBIES_1_051_CA_3_validation,498.0,0.0010961919436495709,0.945208012326656,B
HOBBIES_1_052_CA_1_validation,82.0,0.00018049746863306186,0.9977063614351748,C
HOBBIES_1_052_CA_2_validation,22.0,4.842615012106537e-05,0.9999471714725947,C
HOBBIES_1_052_CA_3_validation,24.0,5.282852740479859e-05,0.9998987453224737,C
HOBBIES_1_053_CA_1_validation,116.0,0.00025533788245652654,0.9946224961479196,C
HOBBIES_1_053_CA_2_validation,93.0,0.00020471054369359455,0.9971274488223639,C
HOBBIES_1_053_CA_3_validation,140.0,0.0003081664098613251,0.9924455205811137,C
HOBBIES_1_054_CA_1_validation,89.0,0.00019590578912612812,0.9975258639665417,C
HOBBIES_1_054_CA_2_validation,45.0,9.905348888399736e-05,0.9996037860444636,C
HOBBIES_1_054_CA_3_validation,17.0,3.7420206911732333e-05,0.9999845916795065,C
HOBBIES_1_055_CA_1_validation,2466.0,0.005428131190843055,0.5988421747743781,A
HOBBIES_1_055_CA_2_validation,1460.0,0.0032137354171252477,0.7298151001540832,A
HOBBIES_1_055_CA_3_validation,3130.0,0.006889720449042483,0.5541008144397974,A
HOBBIES_1_056_CA_1_validation,922.0,0.0020294959278010128,0.8412546775258636,B
HOBBIES_1_056_CA_2_validation,991.0,0.0021813779440898085,0.8287893462469731,B
HOBBIES_1_056_CA_3_validation,1733.0,0.0038146599163548316,0.6771252476337223,A
HOBBIES_1_057_CA_1_validation,766.0,0.0016861104996698218,0.8893726612370679,B
HOBBIES_1_057_CA_2_validation,345.0,0.0007594100814439798,0.9683270966321812,C
HOBBIES_1_057_CA_3_validation,667.0,0.0014681928241250274,0.9095069337442218,B
HOBBIES_1_058_CA_1_validation,701.0,0.0015430332379484922,0.8990116662998018,B
HOBBIES_1_058_CA_2_validation,515.0,0.001133612150561303,0.9419084305524981,B
HOBBIES_1_058_CA_3_validation,521.0,0.0011468192824125028,0.9396302003081661,B
HOBBIES_1_060_CA_1_validation,186.0,0.0004094210873871891,0.986101694915254,C
HOBBIES_1_060_CA_2_validation,94.0,0.00020691173233546115,0.9969227382786703,C
HOBBIES_1_060_CA_3_validation,259.0,0.0005701078582434515,0.9789962579793084,C
HOBBIES_1_061_CA_1_validation,520.0,0.0011446180937706362,0.9407748184019368,B
HOBBIES_1_061_CA_2_validation,408.0,0.0008980849658815761,0.9569227382786702,C
HOBBIES_1_061_CA_3_validation,1077.0,0.002370680167290337,0.817521461589258,B
HOBBIES_1_062_CA_1_validation,69.0,0.00015188201628879596,0.9986880915694472,C
HOBBIES_1_062_CA_2_validation,75.0,0.0001650891481399956,0.9982192383887296,C
HOBBIES_1_062_CA_3_validation,103.0,0.00022672243011226062,0.9958287475236625,C
HOBBIES_1_063_CA_1_validation,283.0,0.00062293638564825,0.9766475896984369,C
HOBBIES_1_063_CA_2_validation,241.0,0.0005304864626898525,0.9806515518379921,C
HOBBIES_1_063_CA_3_validation,451.0,0.00099273607748184,0.9504094210873868,C
HOBBIES_1_064_CA_1_validation,2245.0,0.004941668500990535,0.6397754787585295,A
HOBBIES_1_064_CA_2_validation,1228.0,0.0027030596522121947,0.7893792648029936,A
HOBBIES_1_064_CA_3_validation,3028.0,0.006665199207572089,0.5812216596962358,A
HOBBIES_1_065_CA_1_validation,143.0,0.00031476997578692496,0.991201848998459,C
HOBBIES_1_065_CA_2_validation,60.0,0.00013207131851199647,0.9993902707462027,C
HOBBIES_1_065_CA_3_validation,71.0,0.00015628439357252916,0.9985362095531584,C
HOBBIES_1_066_CA_1_validation,157.0,0.0003455866167730574,0.9898965441338321,C
HOBBIES_1_066_CA_2_validation,119.0,0.00026194144838212637,0.9941096191943647,C
HOBBIES_1_066_CA_3_validation,141.0,0.0003103675985031917,0.9921373541712524,C
HOBBIES_1_067_CA_1_validation,7826.0,0.017226502311248074,0.3292141756548536,A
HOBBIES_1_067_CA_2_validation,4660.0,0.010257539071098392,0.5203962139555359,A
HOBBIES_1_067_CA_3_validation,7954.0,0.017508254457407,0.31198767334360555,A
HOBBIES_1_068_CA_1_validation,1400.0,0.0030816640986132513,0.7486110499669822,A
HOBBIES_1_068_CA_2_validation,792.0,0.0017433414043583535,0.8808452564384767,B
HOBBIES_1_068_CA_3_validation,1369.0,0.0030134272507153863,0.7576777459828308,A
HOBBIES_1_069_CA_1_validation,625.0,0.00137574290116663,0.9195399515738497,B
HOBBIES_1_069_CA_2_validation,364.0,0.0008012326656394453,0.9636341624477216,C
HOBBIES_1_069_CA_3_validation,480.0,0.0010565705480959718,0.9483975346687207,B
HOBBIES_1_070_CA_1_validation,130.0,0.00028615452344265906,0.9933171912832928,C
HOBBIES_1_070_CA_2_validation,63.0,0.0001386748844375963,0.9992581994276907,C
HOBBIES_1_070_CA_3_validation,108.0,0.00023772837332159365,0.9953664979088706,C
HOBBIES_1_072_CA_1_validation,886.0,0.0019502531366938146,0.8511204050187099,B
HOBBIES_1_072_CA_2_validation,900.0,0.001981069777679947,0.8452322254017166,B
HOBBIES_1_072_CA_3_validation,1358.0,0.0029892141756548535,0.7696698217037201,A
HOBBIES_1_073_CA_1_validation,610.0,0.0013427250715386308,0.9222342064714945,B
HOBBIES_1_073_CA_2_validation,859.0,0.0018908210433634162,0.8644662117543472,B
HOBBIES_1_073_CA_3_validation,1256.0,0.0027646929341844594,0.7866762051507814,A
HOBBIES_1_074_CA_1_validation,2434.0,0.005357693154303324,0.6095905789126127,A
HOBBIES_1_074_CA_2_validation,2360.0,0.005194805194805195,0.6147853841074179,A
HOBBIES_1_074_CA_3_validation,4757.0,0.010471054369359455,0.5101386748844375,A
HOBBIES_1_075_CA_1_validation,860.0,0.0018930222320052829,0.8625753907109838,B
HOBBIES_1_075_CA_2_validation,549.0,0.0012084525643847677,0.9361479198767333,B
HOBBIES_1_075_CA_3_validation,688.0,0.0015144177856042263,0.9020581113801451,B
HOBBIES_1_076_CA_1_validation,808.0,0.0017785604226282193,0.8773321593660576,B
HOBBIES_1_076_CA_2_validation,483.0,0.0010631741140215715,0.9473409641206247,B
HOBBIES_1_076_CA_3_validation,1325.0,0.0029165749504732556,0.7725863966541934,A
HOBBIES_1_077_CA_1_validation,337.0,0.0007418005723090469,0.9698261060972923,C
HOBBIES_1_077_CA_2_validation,376.0,0.0008276469293418446,0.9628329297820821,C
HOBBIES_1_077_CA_3_validation,323.0,0.0007109839313229144,0.9719898745322472,C
HOBBIES_1_078_CA_1_validation,3000.0,0.006603565925599824,0.5878252256218357,A
HOBBIES_1_078_CA_2_validation,900.0,0.001981069777679947,0.8472132951793966,B
HOBBIES_1_078_CA_3_validation,2018.0,0.004441998679286815,0.6533568126788465,A
HOBBIES_1_079_CA_1_validation,1715.0,0.0037750385208012325,0.6884701738939027,A
HOBBIES_1_079_CA_2_validation,673.0,0.0014813999559762272,0.9065595421527624,B
HOBBIES_1_079_CA_3_validation,688.0,0.0015144177856042263,0.9035725291657494,B
HOBBIES_1_080_CA_1_validation,6125.0,0.013482280431432974,0.4157010785824345,A
HOBBIES_1_080_CA_2_validation,3121.0,0.006869909751265684,0.5609707241910631,A
HOBBIES_1_080_CA_3_validation,2277.0,0.0050121065375302665,0.6298767334360553,A
HOBBIES_1_081_CA_1_validation,721.0,0.0015870570107858243,0.8974686330618533,B
HOBBIES_1_081_CA_2_validation,262.0,0.0005767114241690513,0.978426150121065,C
HOBBIES_1_081_CA_3_validation,355.0,0.0007814219678626458,0.9668016729033676,C
HOBBIES_1_082_CA_1_validation,215.0,0.0004732555580013207,0.9821043363416242,C
HOBBIES_1_082_CA_2_validation,210.0,0.0004622496147919877,0.9834998899405677,C
HOBBIES_1_082_CA_3_validation,440.0,0.0009685230024213075,0.9513779440898081,C
HOBBIES_1_083_CA_1_validation,202.0,0.0004446401056570548,0.9848470173893901,C
HOBBIES_1_083_CA_2_validation,169.0,0.00037200088047545675,0.988824565265243,C
HOBBIES_1_083_CA_3_validation,143.0,0.00031476997578692496,0.9915166189742459,C
HOBBIES_1_084_CA_1_validation,1410.0,0.0031036759850319173,0.745529385868369,A
HOBBIES_1_084_CA_2_validation,788.0,0.0017345366497908872,0.8825797930882675,B
HOBBIES_1_084_CA_3_validation,1271.0,0.0027977107638124587,0.7839115122165969,A
HOBBIES_1_085_CA_1_validation,1208.0,0.0026590358793748626,0.7974268104776578,A
HOBBIES_1_085_CA_2_validation,586.0,0.0012898965441338322,0.926152322254017,B
HOBBIES_1_085_CA_3_validation,767.0,0.0016883116883116883,0.8876865507373981,B
HOBBIES_1_086_CA_1_validation,1603.0,0.0035285053929121728,0.7029099713845477,A
HOBBIES_1_086_CA_2_validation,851.0,0.0018732115342284833,0.8682126348228042,B
HOBBIES_1_086_CA_3_validation,1359.0,0.0029914153642967203,0.7666806075280652,A
HOBBIES_1_087_CA_1_validation,934.0,0.002055910191503412,0.8371846797270522,B
HOBBIES_1_087_CA_2_validation,321.0,0.0007065815540391811,0.9726964560862863,C
HOBBIES_1_087_CA_3_validation,1149.0,0.0025291657495047325,0.8077679947171471,B
HOBBIES_1_088_CA_1_validation,666.0,0.001465991635483161,0.912438917015188,B
HOBBIES_1_088_CA_2_validation,463.0,0.0010191503411842394,0.949416685009905,B
HOBBIES_1_088_CA_3_validation,631.0,0.0013889500330178297,0.9181642086726831,B
HOBBIES_1_089_CA_1_validation,2296.0,0.0050539291217257315,0.6198393132291437,A
HOBBIES_1_089_CA_2_validation,1364.0,0.003002421307506053,0.7636891921637685,A
HOBBIES_1_089_CA_3_validation,1373.0,0.003022232005282853,0.7546643187321154,A
HOBBIES_1_090_CA_1_validation,1799.0,0.003959938366718028,0.6617081223860884,A
HOBBIES_1_090_CA_2_validation,2449.0,0.005390710983931323,0.6042328857583094,A
HOBBIES_1_090_CA_3_validation,3086.0,0.006792868148800352,0.5745564604886637,A
HOBBIES_1_091_CA_1_validation,179.0,0.0003940127668941228,0.9876909531146817,C
HOBBIES_1_091_CA_2_validation,161.0,0.0003543913713405239,0.989550957517059,C
HOBBIES_1_091_CA_3_validation,278.0,0.000611930442438917,0.9772595201408758,C
HOBBIES_1_092_CA_1_validation,382.0,0.0008408540611930443,0.9620052828527402,C
HOBBIES_1_092_CA_2_validation,326.0,0.0007175874972485142,0.9712788906009242,C
HOBBIES_1_092_CA_3_validation,684.0,0.0015056130310367598,0.9050781421967862,B
HOBBIES_1_093_CA_1_validation,256.0,0.0005635042923178516,0.9795597622716263,C
HOBBIES_1_093_CA_2_validation,120.0,0.00026414263702399294,0.9938476777459826,C
HOBBIES_1_093_CA_3_validation,180.0,0.00039621395553598944,0.9869029275808935,C
HOBBIES_1_094_CA_1_validation,486.0,0.0010697776799471715,0.9462777900066032,B
HOBBIES_1_094_CA_2_validation,334.0,0.0007351970063834471,0.9705613031036757,C
HOBBIES_1_094_CA_3_validation,576.0,0.0012678846577151661,0.9299889940567905,B
HOBBIES_1_095_CA_1_validation,208.0,0.00045784723750825443,0.983957737178076,C
HOBBIES_1_095_CA_2_validation,116.0,0.00025533788245652654,0.9948778340303762,C
HOBBIES_1_095_CA_3_validation,150.0,0.0003301782962799912,0.9905701078582433,C
HOBBIES_1_097_CA_1_validation,907.0,0.0019964780981730134,0.8432511556240366,B
HOBBIES_1_097_CA_2_validation,804.0,0.0017697556680607528,0.8791019150341183,B
HOBBIES_1_097_CA_3_validation,1290.0,0.002839533348007924,0.7811138014527845,A
HOBBIES_1_098_CA_1_validation,586.0,0.0012898965441338322,0.9274422187981508,B
HOBBIES_1_098_CA_2_validation,533.0,0.001173233546114902,0.9373211534228482,B
HOBBIES_1_098_CA_3_validation,1502.0,0.003306185340083645,0.723334800792428,A
HOBBIES_1_099_CA_1_validation,1443.0,0.0031763152102135153,0.7361721329517941,A
HOBBIES_1_099_CA_2_validation,831.0,0.0018291877613911512,0.8737376183138894,B
HOBBIES_1_099_CA_3_validation,1525.0,0.0033568126788465773,0.7200286154523443,A
HOBBIES_1_100_CA_1_validation,1018.0,0.002240810037420207,0.8243781642086724,B
HOBBIES_1_100_CA_2_validation,602.0,0.001325115562403698,0.9235593220338981,B
HOBBIES_1_100_CA_3_validation,1062.0,0.0023376623376623377,0.8198591239269203,B
HOBBIES_1_102_CA_1_validation,169.0,0.00037200088047545675,0.9891965661457185,C
HOBBIES_1_102_CA_2_validation,172.0,0.0003786044464010566,0.9884525643847675,C
HOBBIES_1_102_CA_3_validation,80.0,0.00017609509134932863,0.9978824565265241,C
HOBBIES_1_103_CA_1_validation,6238.0,0.0137310147479639,0.40221879815100153,A
HOBBIES_1_103_CA_2_validation,5212.0,0.011472595201408762,0.4891327316751045,A
HOBBIES_1_103_CA_3_validation,10865.0,0.023915914593880695,0.1333876293198327,A
HOBBIES_1_104_CA_1_validation,100.0,0.00022011886418666079,0.9967158265463348,C
HOBBIES_1_104_CA_2_validation,136.0,0.00029936165529385867,0.9927448822364076,C
HOBBIES_1_104_CA_3_validation,214.0,0.0004710543693594541,0.9825753907109837,C
